Shelf ID,Person ID,Date,Time,Day,Age,Gender,Height,Weight,Married status,Item ID,Looking at item (s),Holding the item (s),Holding the bag,Picking up item,Returning item,Putting item into bag,Taking item out of bag,Putting item into bag in the 2nd time
7,226,2024-07-06,13:57:00,Saturday,74,Female,164,52,Married,1,28,30,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
0,226,2024-07-06,14:02:00,Saturday,74,Female,164,52,Married,0,29,34,TRUE,TRUE,TRUE,,TRUE,
7,226,2024-07-06,14:07:00,Saturday,74,Female,164,52,Married,0,20,25,TRUE,TRUE,TRUE,TRUE,FALSE,
7,226,2024-07-06,14:12:00,Saturday,74,Female,164,52,Married,3,37,17,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
7,226,2024-07-06,14:15:00,Saturday,74,Female,164,52,Married,14,38,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
3,227,2024-07-06,13:16:00,Saturday,25,Male,173,85,Single,22,33,26,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
2,227,2024-07-06,13:17:00,Saturday,25,Male,173,85,Single,2,35,17,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
4,227,2024-07-06,13:22:00,Saturday,25,Male,173,85,Single,15,18,22,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
4,227,2024-07-06,13:25:00,Saturday,25,Male,173,85,Single,0,30,34,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
4,227,2024-07-06,13:29:00,Saturday,25,Male,173,85,Single,9,63,29,TRUE,TRUE,TRUE,FALSE,,TRUE
4,227,2024-07-06,13:34:00,Saturday,25,Male,173,85,Single,11,22,24,TRUE,TRUE,TRUE,FALSE,,
1,227,2024-07-06,13:38:00,Saturday,25,Male,173,85,Single,7,68,15,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
1,227,2024-07-06,13:40:00,Saturday,25,Male,173,85,Single,17,27,38,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
1,227,2024-07-06,13:41:00,Saturday,25,Male,173,85,Single,4,26,30,TRUE,TRUE,FALSE,FALSE,TRUE,
1,227,2024-07-06,13:42:00,Saturday,25,Male,173,85,Single,13,14,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
1,227,2024-07-06,13:46:00,Saturday,25,Male,173,85,Single,10,35,16,TRUE,TRUE,TRUE,FALSE,FALSE,
1,227,2024-07-06,13:48:00,Saturday,25,Male,173,85,Single,9,63,33,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
7,228,2024-07-06,13:21:00,Saturday,73,Male,170,89,Married,1,28,19,TRUE,TRUE,TRUE,FALSE,,FALSE
7,228,2024-07-06,13:25:00,Saturday,73,Male,170,89,Married,6,57,53,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
7,228,2024-07-06,13:29:00,Saturday,73,Male,170,89,Married,11,33,34,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
7,228,2024-07-06,13:33:00,Saturday,73,Male,170,89,Married,11,33,17,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
7,228,2024-07-06,13:37:00,Saturday,73,Male,170,89,Married,5,22,39,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
7,228,2024-07-06,13:40:00,Saturday,73,Male,170,89,Married,7,55,54,TRUE,TRUE,TRUE,,TRUE,TRUE
7,228,2024-07-06,13:44:00,Saturday,73,Male,170,89,Married,14,23,34,TRUE,TRUE,TRUE,FALSE,FALSE,
0,228,2024-07-06,13:48:00,Saturday,73,Male,170,89,Married,0,15,19,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
0,228,2024-07-06,13:53:00,Saturday,73,Male,170,89,Married,2,34,21,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
0,228,2024-07-06,13:57:00,Saturday,73,Male,170,89,Married,5,34,18,TRUE,TRUE,TRUE,FALSE,,FALSE
0,228,2024-07-06,13:58:00,Saturday,73,Male,170,89,Married,6,65,30,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
0,228,2024-07-06,14:01:00,Saturday,73,Male,170,89,Married,6,60,29,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
2,228,2024-07-06,14:06:00,Saturday,73,Male,170,89,Married,2,17,21,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2,228,2024-07-06,14:10:00,Saturday,73,Male,170,89,Married,6,68,20,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2,228,2024-07-06,14:11:00,Saturday,73,Male,170,89,Married,3,37,38,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
2,228,2024-07-06,14:14:00,Saturday,73,Male,170,89,Married,1,36,18,TRUE,TRUE,FALSE,TRUE,FALSE,
2,228,2024-07-06,14:15:00,Saturday,73,Male,170,89,Married,8,69,20,TRUE,TRUE,FALSE,FALSE,,TRUE
2,228,2024-07-06,14:19:00,Saturday,73,Male,170,89,Married,3,22,19,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
1,228,2024-07-06,14:21:00,Saturday,73,Male,170,89,Married,15,16,28,TRUE,TRUE,FALSE,TRUE,FALSE,
1,228,2024-07-06,14:24:00,Saturday,73,Male,170,89,Married,6,67,28,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
5,229,2024-07-06,13:33:00,Saturday,34,Female,155,48,Single,12,31,18,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
5,229,2024-07-06,13:36:00,Saturday,34,Female,155,48,Single,13,28,33,TRUE,TRUE,FALSE,FALSE,TRUE,
5,229,2024-07-06,13:40:00,Saturday,34,Female,155,48,Single,15,36,15,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
5,229,2024-07-06,13:43:00,Saturday,34,Female,155,48,Single,0,54,51,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
1,229,2024-07-06,13:45:00,Saturday,34,Female,155,48,Single,9,24,36,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
1,229,2024-07-06,13:48:00,Saturday,34,Female,155,48,Single,3,38,39,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
6,229,2024-07-06,13:49:00,Saturday,34,Female,155,48,Single,0,17,26,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
6,229,2024-07-06,13:53:00,Saturday,34,Female,155,48,Single,17,64,14,TRUE,TRUE,TRUE,,TRUE,TRUE
6,229,2024-07-06,13:56:00,Saturday,34,Female,155,48,Single,3,10,3,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
6,229,2024-07-06,14:01:00,Saturday,34,Female,155,48,Single,13,8,13,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
7,229,2024-07-06,14:05:00,Saturday,34,Female,155,48,Single,3,22,20,TRUE,TRUE,TRUE,FALSE,,FALSE
7,229,2024-07-06,14:09:00,Saturday,34,Female,155,48,Single,1,30,18,TRUE,TRUE,TRUE,FALSE,,FALSE
4,229,2024-07-06,14:10:00,Saturday,34,Female,155,48,Single,11,24,18,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
4,229,2024-07-06,14:11:00,Saturday,34,Female,155,48,Single,0,18,39,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
4,229,2024-07-06,14:15:00,Saturday,34,Female,155,48,Single,10,26,19,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
4,229,2024-07-06,14:18:00,Saturday,34,Female,155,48,Single,12,19,33,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
4,229,2024-07-06,14:21:00,Saturday,34,Female,155,48,Single,18,17,21,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
4,229,2024-07-06,14:24:00,Saturday,34,Female,155,48,Single,9,19,27,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
7,230,2024-07-06,13:37:00,Saturday,25,Male,168,78,Single,2,31,36,TRUE,TRUE,TRUE,TRUE,FALSE,
7,230,2024-07-06,13:40:00,Saturday,25,Male,168,78,Single,3,30,16,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
7,230,2024-07-06,13:42:00,Saturday,25,Male,168,78,Single,12,29,25,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
7,230,2024-07-06,13:43:00,Saturday,25,Male,168,78,Single,8,17,34,TRUE,TRUE,FALSE,FALSE,,TRUE
0,230,2024-07-06,13:45:00,Saturday,25,Male,168,78,Single,12,15,31,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
0,230,2024-07-06,13:47:00,Saturday,25,Male,168,78,Single,7,18,36,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
0,230,2024-07-06,13:49:00,Saturday,25,Male,168,78,Single,1,16,22,TRUE,TRUE,TRUE,,TRUE,TRUE
0,230,2024-07-06,13:53:00,Saturday,25,Male,168,78,Single,2,37,19,TRUE,TRUE,TRUE,FALSE,,FALSE
0,230,2024-07-06,13:56:00,Saturday,25,Male,168,78,Single,1,15,31,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
0,230,2024-07-06,14:01:00,Saturday,25,Male,168,78,Single,3,34,32,TRUE,TRUE,TRUE,TRUE,,FALSE
0,230,2024-07-06,14:04:00,Saturday,25,Male,168,78,Single,2,17,21,TRUE,TRUE,TRUE,TRUE,,
0,230,2024-07-06,14:06:00,Saturday,25,Male,168,78,Single,4,20,29,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
0,230,2024-07-06,14:11:00,Saturday,25,Male,168,78,Single,8,37,29,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
0,230,2024-07-06,14:14:00,Saturday,25,Male,168,78,Single,3,29,37,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
0,230,2024-07-06,14:16:00,Saturday,25,Male,168,78,Single,3,16,38,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
0,230,2024-07-06,14:19:00,Saturday,25,Male,168,78,Single,8,33,22,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
2,230,2024-07-06,14:24:00,Saturday,25,Male,168,78,Single,3,35,26,TRUE,TRUE,FALSE,TRUE,FALSE,
2,230,2024-07-06,14:29:00,Saturday,25,Male,168,78,Single,7,23,23,TRUE,TRUE,TRUE,TRUE,,
2,230,2024-07-06,14:31:00,Saturday,25,Male,168,78,Single,7,31,21,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2,230,2024-07-06,14:35:00,Saturday,25,Male,168,78,Single,5,20,30,TRUE,TRUE,FALSE,FALSE,,
2,230,2024-07-06,14:37:00,Saturday,25,Male,168,78,Single,2,38,20,TRUE,TRUE,TRUE,,,FALSE
2,230,2024-07-06,14:40:00,Saturday,25,Male,168,78,Single,1,20,37,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
2,231,2024-07-06,13:43:00,Saturday,62,Female,155,40,Married,1,23,17,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
3,231,2024-07-06,13:44:00,Saturday,62,Female,155,40,Married,18,37,19,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
1,231,2024-07-06,13:46:00,Saturday,62,Female,155,40,Married,7,19,31,FALSE,TRUE,TRUE,,TRUE,TRUE
7,231,2024-07-06,13:49:00,Saturday,62,Female,155,40,Married,7,52,53,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
4,232,2024-07-06,13:45:00,Saturday,57,Female,148,46,Married,5,36,23,TRUE,TRUE,TRUE,FALSE,TRUE,
4,232,2024-07-06,13:49:00,Saturday,57,Female,148,46,Married,8,31,27,TRUE,TRUE,TRUE,,FALSE,FALSE
4,232,2024-07-06,13:54:00,Saturday,57,Female,148,46,Married,18,23,21,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
4,232,2024-07-06,13:57:00,Saturday,57,Female,148,46,Married,1,60,22,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
4,232,2024-07-06,13:58:00,Saturday,57,Female,148,46,Married,4,24,17,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
3,232,2024-07-06,14:00:00,Saturday,57,Female,148,46,Married,12,26,17,TRUE,TRUE,FALSE,FALSE,,
3,232,2024-07-06,14:05:00,Saturday,57,Female,148,46,Married,17,16,17,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
3,232,2024-07-06,14:09:00,Saturday,57,Female,148,46,Married,23,19,21,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
3,232,2024-07-06,14:11:00,Saturday,57,Female,148,46,Married,10,29,38,TRUE,TRUE,FALSE,FALSE,TRUE,
1,232,2024-07-06,14:13:00,Saturday,57,Female,148,46,Married,14,5,6,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
1,232,2024-07-06,14:16:00,Saturday,57,Female,148,46,Married,17,27,18,TRUE,TRUE,TRUE,TRUE,,FALSE
1,232,2024-07-06,14:18:00,Saturday,57,Female,148,46,Married,5,16,33,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
2,232,2024-07-06,14:19:00,Saturday,57,Female,148,46,Married,5,30,15,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
2,232,2024-07-06,14:21:00,Saturday,57,Female,148,46,Married,4,17,37,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
2,232,2024-07-06,14:26:00,Saturday,57,Female,148,46,Married,7,31,30,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
1,232,2024-07-06,14:27:00,Saturday,57,Female,148,46,Married,6,18,17,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
1,232,2024-07-06,14:32:00,Saturday,57,Female,148,46,Married,16,22,16,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
1,232,2024-07-06,14:36:00,Saturday,57,Female,148,46,Married,9,38,35,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
1,232,2024-07-06,14:38:00,Saturday,57,Female,148,46,Married,10,36,30,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
1,233,2024-07-06,13:46:00,Saturday,57,Female,157,53,Married,11,28,23,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
4,233,2024-07-06,13:49:00,Saturday,57,Female,157,53,Married,17,35,24,TRUE,TRUE,TRUE,,TRUE,TRUE
4,233,2024-07-06,13:52:00,Saturday,57,Female,157,53,Married,5,27,39,TRUE,TRUE,TRUE,TRUE,,TRUE
4,233,2024-07-06,13:54:00,Saturday,57,Female,157,53,Married,0,68,23,TRUE,TRUE,TRUE,,,
4,233,2024-07-06,13:58:00,Saturday,57,Female,157,53,Married,9,32,20,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
4,233,2024-07-06,14:01:00,Saturday,57,Female,157,53,Married,7,22,32,TRUE,TRUE,TRUE,,,FALSE
1,233,2024-07-06,14:06:00,Saturday,57,Female,157,53,Married,1,21,24,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1,233,2024-07-06,14:07:00,Saturday,57,Female,157,53,Married,1,37,29,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
1,233,2024-07-06,14:08:00,Saturday,57,Female,157,53,Married,9,29,26,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
1,233,2024-07-06,14:12:00,Saturday,57,Female,157,53,Married,7,24,26,TRUE,TRUE,FALSE,TRUE,FALSE,
6,234,2024-07-06,13:52:00,Saturday,52,Male,170,55,Married,1,13,10,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
6,234,2024-07-06,13:53:00,Saturday,52,Male,170,55,Married,3,21,29,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
6,234,2024-07-06,13:55:00,Saturday,52,Male,170,55,Married,6,31,34,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
6,234,2024-07-06,13:59:00,Saturday,52,Male,170,55,Married,6,15,26,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
6,234,2024-07-06,14:02:00,Saturday,52,Male,170,55,Married,6,30,17,TRUE,TRUE,TRUE,,TRUE,FALSE
6,234,2024-07-06,14:04:00,Saturday,52,Male,170,55,Married,2,7,14,TRUE,TRUE,FALSE,FALSE,TRUE,
7,234,2024-07-06,14:08:00,Saturday,52,Male,170,55,Married,5,16,38,TRUE,TRUE,TRUE,TRUE,,
7,234,2024-07-06,14:11:00,Saturday,52,Male,170,55,Married,12,34,18,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
7,234,2024-07-06,14:16:00,Saturday,52,Male,170,55,Married,8,23,36,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2,234,2024-07-06,14:18:00,Saturday,52,Male,170,55,Married,3,35,21,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
2,234,2024-07-06,14:21:00,Saturday,52,Male,170,55,Married,3,36,27,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
2,235,2024-07-06,13:58:00,Saturday,46,Male,174,58,Married,4,29,39,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
2,235,2024-07-06,14:02:00,Saturday,46,Male,174,58,Married,7,26,25,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
2,235,2024-07-06,14:06:00,Saturday,46,Male,174,58,Married,8,30,24,TRUE,TRUE,TRUE,,TRUE,FALSE
2,235,2024-07-06,14:08:00,Saturday,46,Male,174,58,Married,4,16,35,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2,235,2024-07-06,14:10:00,Saturday,46,Male,174,58,Married,4,26,29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2,235,2024-07-06,14:13:00,Saturday,46,Male,174,58,Married,0,31,30,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
1,235,2024-07-06,14:14:00,Saturday,46,Male,174,58,Married,6,28,35,TRUE,TRUE,FALSE,FALSE,FALSE,
1,235,2024-07-06,14:17:00,Saturday,46,Male,174,58,Married,8,31,31,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
1,235,2024-07-06,14:19:00,Saturday,46,Male,174,58,Married,13,11,11,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
1,235,2024-07-06,14:22:00,Saturday,46,Male,174,58,Married,1,33,26,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
1,235,2024-07-06,14:25:00,Saturday,46,Male,174,58,Married,11,18,29,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
0,235,2024-07-06,14:27:00,Saturday,46,Male,174,58,Married,11,18,18,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
0,235,2024-07-06,14:29:00,Saturday,46,Male,174,58,Married,0,28,20,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
0,235,2024-07-06,14:34:00,Saturday,46,Male,174,58,Married,7,39,24,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
0,235,2024-07-06,14:37:00,Saturday,46,Male,174,58,Married,3,17,26,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
1,236,2024-07-06,14:12:00,Saturday,47,Female,154,40,Married,11,38,30,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1,236,2024-07-06,14:15:00,Saturday,47,Female,154,40,Married,12,20,39,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
1,236,2024-07-06,14:17:00,Saturday,47,Female,154,40,Married,6,23,32,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
4,236,2024-07-06,14:20:00,Saturday,47,Female,154,40,Married,5,26,29,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
4,236,2024-07-06,14:25:00,Saturday,47,Female,154,40,Married,0,62,35,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
4,236,2024-07-06,14:30:00,Saturday,47,Female,154,40,Married,5,39,17,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
4,236,2024-07-06,14:32:00,Saturday,47,Female,154,40,Married,1,63,35,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
4,236,2024-07-06,14:35:00,Saturday,47,Female,154,40,Married,17,36,22,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
4,236,2024-07-06,14:39:00,Saturday,47,Female,154,40,Married,11,25,23,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
1,236,2024-07-06,14:40:00,Saturday,47,Female,154,40,Married,4,36,36,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
1,236,2024-07-06,14:43:00,Saturday,47,Female,154,40,Married,5,15,29,TRUE,TRUE,TRUE,FALSE,FALSE,
4,236,2024-07-06,14:44:00,Saturday,47,Female,154,40,Married,4,22,25,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
4,236,2024-07-06,14:49:00,Saturday,47,Female,154,40,Married,6,38,39,TRUE,TRUE,TRUE,TRUE,,TRUE
2,237,2024-07-06,14:13:00,Saturday,51,Male,168,81,Married,0,19,36,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
2,237,2024-07-06,14:15:00,Saturday,51,Male,168,81,Married,1,30,19,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
2,237,2024-07-06,14:16:00,Saturday,51,Male,168,81,Married,6,68,33,FALSE,TRUE,TRUE,,FALSE,FALSE
2,237,2024-07-06,14:20:00,Saturday,51,Male,168,81,Married,0,29,35,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
0,238,2024-07-06,14:16:00,Saturday,64,Male,172,61,Married,6,23,25,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
7,239,2024-07-06,14:28:00,Saturday,73,Male,177,60,Married,9,18,19,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
7,239,2024-07-06,14:33:00,Saturday,73,Male,177,60,Married,5,17,34,TRUE,TRUE,TRUE,FALSE,,FALSE
7,239,2024-07-06,14:35:00,Saturday,73,Male,177,60,Married,2,16,32,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
7,239,2024-07-06,14:36:00,Saturday,73,Male,177,60,Married,7,58,57,TRUE,TRUE,TRUE,,TRUE,FALSE
7,239,2024-07-06,14:37:00,Saturday,73,Male,177,60,Married,15,28,25,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
6,239,2024-07-06,14:41:00,Saturday,73,Male,177,60,Married,4,4,7,TRUE,TRUE,TRUE,FALSE,FALSE,
6,239,2024-07-06,14:46:00,Saturday,73,Male,177,60,Married,17,14,11,TRUE,TRUE,TRUE,FALSE,,TRUE
6,239,2024-07-06,14:49:00,Saturday,73,Male,177,60,Married,4,7,1,TRUE,TRUE,TRUE,,TRUE,FALSE
6,239,2024-07-06,14:54:00,Saturday,73,Male,177,60,Married,14,22,36,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
1,239,2024-07-06,14:59:00,Saturday,73,Male,177,60,Married,1,24,22,TRUE,TRUE,FALSE,TRUE,FALSE,
1,239,2024-07-06,15:00:00,Saturday,73,Male,177,60,Married,9,32,17,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
1,239,2024-07-06,15:02:00,Saturday,73,Male,177,60,Married,3,22,27,TRUE,TRUE,FALSE,TRUE,FALSE,
1,239,2024-07-06,15:03:00,Saturday,73,Male,177,60,Married,17,34,27,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
1,239,2024-07-06,15:04:00,Saturday,73,Male,177,60,Married,6,21,36,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
0,239,2024-07-06,15:09:00,Saturday,73,Male,177,60,Married,3,27,34,TRUE,TRUE,TRUE,,FALSE,FALSE
0,239,2024-07-06,15:10:00,Saturday,73,Male,177,60,Married,11,22,24,TRUE,TRUE,TRUE,FALSE,FALSE,
4,240,2024-07-06,14:39:00,Saturday,69,Male,171,73,Single,15,21,23,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
4,240,2024-07-06,14:41:00,Saturday,69,Male,171,73,Single,13,24,28,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
4,240,2024-07-06,14:42:00,Saturday,69,Male,171,73,Single,17,25,20,FALSE,TRUE,FALSE,FALSE,FALSE,
4,240,2024-07-06,14:44:00,Saturday,69,Male,171,73,Single,10,28,39,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
0,240,2024-07-06,14:46:00,Saturday,69,Male,171,73,Single,4,38,29,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
7,241,2024-07-06,14:46:00,Saturday,48,Male,171,58,Married,7,50,56,TRUE,TRUE,TRUE,TRUE,FALSE,
7,241,2024-07-06,14:47:00,Saturday,48,Male,171,58,Married,10,23,33,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
1,241,2024-07-06,14:50:00,Saturday,48,Male,171,58,Married,14,5,6,TRUE,TRUE,FALSE,TRUE,FALSE,
1,241,2024-07-06,14:54:00,Saturday,48,Male,171,58,Married,12,17,36,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
1,241,2024-07-06,14:59:00,Saturday,48,Male,171,58,Married,13,8,4,TRUE,TRUE,FALSE,TRUE,FALSE,
0,241,2024-07-06,15:03:00,Saturday,48,Male,171,58,Married,4,27,30,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
0,241,2024-07-06,15:06:00,Saturday,48,Male,171,58,Married,10,23,21,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
0,241,2024-07-06,15:08:00,Saturday,48,Male,171,58,Married,9,15,30,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
0,241,2024-07-06,15:09:00,Saturday,48,Male,171,58,Married,9,21,28,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
0,241,2024-07-06,15:12:00,Saturday,48,Male,171,58,Married,5,15,39,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
0,241,2024-07-06,15:15:00,Saturday,48,Male,171,58,Married,9,34,15,TRUE,TRUE,TRUE,,TRUE,TRUE
2,242,2024-07-06,14:58:00,Saturday,45,Female,166,50,Married,2,39,21,FALSE,TRUE,TRUE,,FALSE,FALSE
2,242,2024-07-06,15:02:00,Saturday,45,Female,166,50,Married,2,26,23,FALSE,TRUE,TRUE,,TRUE,TRUE
2,242,2024-07-06,15:06:00,Saturday,45,Female,166,50,Married,1,19,33,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
4,243,2024-07-06,14:59:00,Saturday,30,Female,153,55,Single,6,16,17,TRUE,TRUE,TRUE,TRUE,,FALSE
2,243,2024-07-06,15:01:00,Saturday,30,Female,153,55,Single,1,27,15,TRUE,TRUE,FALSE,TRUE,FALSE,
2,243,2024-07-06,15:06:00,Saturday,30,Female,153,55,Single,6,38,15,TRUE,TRUE,TRUE,TRUE,FALSE,
2,243,2024-07-06,15:11:00,Saturday,30,Female,153,55,Single,2,15,27,TRUE,TRUE,TRUE,,,FALSE
2,243,2024-07-06,15:15:00,Saturday,30,Female,153,55,Single,4,34,35,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
2,243,2024-07-06,15:19:00,Saturday,30,Female,153,55,Single,4,18,28,TRUE,TRUE,FALSE,FALSE,,TRUE
2,243,2024-07-06,15:22:00,Saturday,30,Female,153,55,Single,4,24,31,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
1,244,2024-07-06,15:08:00,Saturday,62,Male,173,76,Married,10,17,17,TRUE,TRUE,FALSE,TRUE,FALSE,
1,244,2024-07-06,15:10:00,Saturday,62,Male,173,76,Married,3,20,29,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
1,244,2024-07-06,15:15:00,Saturday,62,Male,173,76,Married,12,29,25,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
1,244,2024-07-06,15:20:00,Saturday,62,Male,173,76,Married,16,15,36,TRUE,TRUE,TRUE,FALSE,FALSE,
0,244,2024-07-06,15:23:00,Saturday,62,Male,173,76,Married,5,29,32,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
0,244,2024-07-06,15:27:00,Saturday,62,Male,173,76,Married,11,30,25,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
0,244,2024-07-06,15:31:00,Saturday,62,Male,173,76,Married,1,23,37,TRUE,TRUE,TRUE,TRUE,,FALSE
